,SCORE:,total_score,atom_pair_constraint,cart_bonded,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,rama_prepro,ref,yhh_planarity,description,id
3,SCORE:,9113.045,10266.353000000001,305.26099999999997,0.0,-3024.7290000000003,658.257,-1093.5610000000001,6.652,111.43799999999999,319.433,2115.95,-95.396,-114.915,-102.916,-251.94400000000002,-42.263999999999996,12.963,-105.37299999999999,9.041,137.256,1.54,S_0004,C4L6E7_EXISA
2,SCORE:,3794.02,4981.967000000001,345.20099999999996,0.0,-3134.5690000000004,684.564,-1143.6589999999999,7.438,116.773,347.87300000000005,2191.813,-106.78399999999999,-115.04299999999999,-98.66799999999999,-258.558,-57.571999999999996,21.43,-104.025,7.072,107.296,1.472,S_0003,Q5FIT3_LACAC
3,SCORE:,8549.097,9483.274,521.548,0.0,-3280.798,711.934,-1174.739,7.481,120.26799999999999,369.791,2305.011,-110.38,-125.79,-94.775,-255.873,-63.023,35.731,-101.678,75.587,124.113,1.416,S_0004,N4TJU7_FUSC1
2,SCORE:,7594.63,8633.048,253.503,-0.34600000000000003,-2657.027,571.567,-981.195,5.651,98.883,265.345,1855.961,-87.264,-95.917,-80.208,-232.824,-43.409,10.167,-90.882,27.666,141.048,0.8640000000000001,S_0003,M0Z9P2_HORVD
6,SCORE:,10446.466999999999,10536.714,670.378,0.5589999999999999,-2722.403,589.161,-844.539,6.861000000000001,96.353,421.884,1937.5510000000002,-73.203,-92.15700000000001,-67.74600000000001,-218.713,-59.448,58.568000000000005,-76.158,119.522,161.27700000000002,2.006,S_0007,Q5YWH5_NOCFA
0,SCORE:,10395.309000000001,10490.752,695.2769999999999,0.0,-2745.3740000000003,582.817,-836.972,8.329,105.354,421.152,1932.352,-67.887,-86.63799999999999,-62.479,-223.92700000000002,-62.651,42.75899999999999,-80.59100000000001,119.266,161.27700000000002,2.492,S_0001,Q5YWH5_NOCFA
3,SCORE:,7077.348000000001,8241.684000000001,325.45799999999997,0.191,-3063.555,650.21,-1082.5430000000001,6.605,108.77600000000001,318.32099999999997,2122.843,-106.90100000000001,-120.56,-77.94800000000001,-240.701,-55.773,17.192,-109.37799999999999,-17.146,159.63,0.9440000000000001,S_0004,S0KXP0_9ENTE
8,SCORE:,13983.246000000001,14975.041000000001,379.846,0.0,-2937.2870000000003,555.533,-1035.514,5.885,104.777,324.084,2025.4620000000002,-73.141,-118.391,-99.0,-241.519,-50.183,18.584,-102.256,63.513999999999996,187.196,0.616,S_0009,A4FKW1_SACEN
4,SCORE:,14080.185,14812.841999999999,458.36699999999996,-0.447,-2997.243,644.63,-1045.067,7.175,111.074,356.532,2089.841,-97.104,-106.664,-68.501,-250.25,-53.769,32.76,-86.522,100.355,170.171,2.004,S_0005,A0A0D3EY83_9ORYZ
9,SCORE:,8073.64,9057.225,316.465,0.298,-3035.196,730.002,-1078.022,7.376,119.885,324.02,2180.028,-102.17200000000001,-109.881,-89.01299999999999,-258.879,-58.608000000000004,17.000999999999998,-95.15,20.129,126.086,2.046,S_0010,R6UNK2_9FIRM
7,SCORE:,17652.599,18174.269,530.061,0.0,-3034.7490000000003,758.4839999999999,-1043.399,9.032,124.90700000000001,378.664,2139.156,-78.281,-111.34700000000001,-88.161,-244.59900000000002,-51.824,53.688,-76.286,98.803,112.516,1.666,S_0008,V6DJG7_9DELT
7,SCORE:,3596.156,4492.234,474.49,0.0,-3082.617,730.028,-1138.697,7.382999999999999,114.315,361.09,2166.3289999999997,-111.79,-119.675,-101.13600000000001,-244.185,-52.591,35.585,-81.404,43.316,102.04,1.4409999999999998,S_0008,I6S0J7_ENTHA
7,SCORE:,8707.608,9859.295,293.923,0.0,-3093.993,715.225,-1105.453,7.359,118.932,327.645,2161.901,-98.046,-110.68799999999999,-94.823,-246.47799999999998,-58.583,19.102,-95.948,-3.252,110.257,1.235,S_0008,M1MIQ7_9CLOT
6,SCORE:,11045.361,11746.208999999999,325.684,-0.5660000000000001,-2514.951,521.606,-858.301,6.002000000000001,89.51299999999999,300.95099999999996,1737.493,-81.173,-80.041,-64.565,-220.69099999999997,-51.39,25.368000000000002,-80.16199999999999,82.551,161.249,0.575,S_0007,M1AT77_SOLTU
9,SCORE:,9877.972,11211.764,270.709,0.0,-3043.117,634.956,-1180.912,6.046,115.32,279.881,2204.133,-119.291,-117.006,-99.82799999999999,-246.329,-53.755,8.875,-117.915,41.906000000000006,81.514,1.023,S_0010,E3QCN8_COLGM
6,SCORE:,5127.482,6506.156999999999,260.492,0.0,-3146.66,666.176,-1122.012,6.153,115.302,297.863,2169.37,-109.295,-111.66799999999999,-101.11,-251.77,-51.153,9.644,-117.59,-40.021,146.685,0.919,S_0007,F9UU25_LACPL
6,SCORE:,6287.01,7303.674,387.436,0.0,-3039.6009999999997,711.9689999999999,-1147.4589999999998,7.403,122.1,334.86,2169.24,-107.015,-121.79899999999999,-87.43,-237.207,-47.851000000000006,25.134,-99.90299999999999,24.21,88.4,0.848,S_0007,A0A0A7FW70_9CLOT
9,SCORE:,8943.563,10053.940999999999,336.89,0.0,-3022.3340000000003,676.3330000000001,-1122.594,7.115,112.78299999999999,317.86,2161.391,-109.35700000000001,-108.251,-93.72,-253.18400000000003,-49.64,13.168,-95.809,-0.135,118.275,0.8320000000000001,S_0010,Q184T3_PEPD6
2,SCORE:,9940.919,11260.068000000001,275.066,0.0,-3041.3979999999997,610.523,-1138.7939999999999,6.159,110.956,295.707,2151.103,-107.024,-119.618,-106.59700000000001,-234.35,-49.38,9.418,-121.495,31.099,108.338,1.14,S_0003,G9N9T4_HYPVG
3,SCORE:,4625.277,5678.005,389.212,0.0,-3242.33,764.1089999999999,-1134.417,8.064,127.625,388.306,2252.291,-102.70100000000001,-123.897,-100.867,-251.688,-57.714,16.299,-104.594,2.497,115.95,1.128,S_0004,Q3Y0M8_ENTFC
5,SCORE:,6682.003000000001,7477.420999999999,410.846,0.0,-3002.053,728.4689999999999,-1055.383,7.359,119.67,344.66,2167.8779999999997,-93.76,-115.20700000000001,-85.304,-240.332,-63.298,18.403,-81.601,44.665,98.65700000000001,0.915,S_0006,R7GMH0_9FIRM
6,SCORE:,9215.726,10457.646999999999,289.445,0.0,-3047.438,694.2710000000001,-1136.048,6.551,115.375,291.08799999999997,2168.5370000000003,-105.39299999999999,-107.663,-102.777,-246.021,-51.672,15.627,-107.494,-34.902,115.471,1.122,S_0007,R5QP86_9FIRM
9,SCORE:,9406.47,10339.953000000001,369.195,0.0,-2793.665,597.7869999999999,-1040.651,6.321000000000001,105.962,296.358,1993.325,-83.831,-116.65,-88.491,-234.53,-49.08,20.098,-84.48700000000001,33.004,134.428,1.4240000000000002,S_0010,Q084Z6_SHEFN
2,SCORE:,916.873,2206.16,273.703,0.0,-3008.43,637.545,-1116.025,6.667000000000001,110.54799999999999,316.73400000000004,2066.755,-95.81299999999999,-135.283,-99.90799999999999,-233.372,-48.711000000000006,7.068,-118.17299999999999,3.725,141.804,1.88,S_0003,L0EBS9_THECK
3,SCORE:,2979.303,3930.045,392.256,0.0,-3013.199,693.98,-1077.0739999999998,7.024,112.537,347.858,2117.7729999999997,-88.27,-112.29,-69.837,-257.834,-49.613,26.66,-87.322,26.579,79.153,0.879,S_0004,D1AWL3_STRM9
2,SCORE:,15294.378999999999,16205.493,259.644,0.0,-2583.9770000000003,579.374,-908.7239999999999,6.199,95.251,272.12,1781.07,-75.253,-95.064,-68.83800000000001,-223.25799999999998,-46.282,16.812,-87.135,39.411,126.70299999999999,0.8320000000000001,S_0003,W5CGH1_WHEAT
2,SCORE:,10614.421,11305.348999999998,484.041,0.0,-3070.0429999999997,680.9,-1107.778,8.429,123.098,369.708,2237.009,-96.215,-122.95299999999999,-69.032,-244.764,-63.283,41.43,-82.65799999999999,62.778,157.05100000000002,1.3559999999999999,S_0003,BGL36_ARATH
2,SCORE:,10228.028,10510.954,554.55,-0.8059999999999999,-2625.09,562.705,-870.09,6.726,102.318,366.126,1846.807,-60.816,-95.402,-46.415,-227.544,-55.622,37.510999999999996,-84.36200000000001,144.22,161.002,1.258,S_0003,D6ZED3_SEGRD
1,SCORE:,10120.511,10507.565,525.9259999999999,0.0,-2660.16,544.507,-873.32,6.836,99.91,361.16,1860.287,-66.134,-94.31299999999999,-67.977,-227.079,-44.424,40.616,-87.991,132.18,161.002,1.921,S_0002,D6ZED3_SEGRD
8,SCORE:,20636.668999999998,21742.961,354.63699999999994,-0.7,-3188.39,673.753,-1119.5639999999999,7.331,115.238,385.10400000000004,2212.262,-101.29799999999999,-115.385,-89.16,-247.535,-51.542,17.672,-102.859,1.8319999999999999,141.741,0.57,S_0009,H0WQW5_OTOGA
5,SCORE:,11099.319,11667.381000000001,516.0419999999999,0.0,-3067.5040000000004,732.7669999999999,-1040.251,8.621,120.365,401.18699999999995,2184.4139999999998,-85.23700000000001,-112.729,-91.65700000000001,-244.581,-53.571000000000005,42.126999999999995,-85.98100000000001,54.839,151.67700000000002,1.41,S_0006,I4B4N1_TURPD
0,SCORE:,9747.594000000001,11061.187,260.623,0.0,-3071.095,648.957,-1075.5439999999999,6.031000000000001,109.54899999999999,293.745,2088.0789999999997,-103.525,-110.331,-92.11200000000001,-247.263,-56.725,7.002999999999999,-112.706,-25.787,166.553,0.953,S_0001,A6TCB1_KLEP7
9,SCORE:,9686.043,11055.001,267.689,0.0,-3062.198,692.334,-1224.178,6.162999999999999,119.432,285.246,2213.2070000000003,-108.96799999999999,-118.661,-113.868,-254.515,-39.65,9.695,-107.473,-1.7590000000000001,67.494,1.052,S_0010,LACG_LEPBD
4,SCORE:,2983.132,4158.186,332.194,0.0,-3206.2690000000002,733.122,-1142.588,7.7589999999999995,122.921,362.21,2249.3320000000003,-98.63600000000001,-122.229,-117.022,-270.803,-54.015,15.415,-107.529,3.727,116.228,1.127,S_0005,H2IWW4_RAHAC
9,SCORE:,8201.645,9248.118,242.855,-1.315,-2697.921,584.102,-996.2410000000001,5.882000000000001,103.181,253.717,1945.352,-86.816,-98.074,-78.029,-225.896,-53.147,9.423,-91.211,32.739000000000004,104.321,0.604,S_0010,K7TGA1_MAIZE
7,SCORE:,5723.169,6907.323,315.82099999999997,0.0,-3017.9759999999997,685.3330000000001,-1113.3310000000001,6.854,108.821,317.153,2136.726,-120.331,-114.40299999999999,-103.7,-244.889,-47.193999999999996,26.496,-106.679,-26.824,112.943,1.025,S_0008,S0K091_9ENTE
9,SCORE:,4487.407999999999,5448.375,407.47,0.0,-2922.677,656.743,-1049.934,6.906000000000001,109.085,320.171,2044.979,-106.67399999999999,-110.242,-100.184,-227.75599999999997,-55.295,21.985,-101.075,8.796,135.762,0.973,S_0010,E6WIE6_PANSA
6,SCORE:,6774.431,7724.107,273.389,0.0,-2678.663,588.513,-962.408,6.184,100.95700000000001,292.842,1885.2379999999998,-91.973,-101.37700000000001,-63.68,-238.43400000000003,-56.468,10.902000000000001,-94.361,30.771,147.85399999999998,1.037,S_0007,W5BLU8_WHEAT
0,SCORE:,9249.427,10190.197,362.11699999999996,0.0,-2967.551,564.366,-1008.676,6.321000000000001,103.117,352.76599999999996,2027.004,-97.147,-114.78399999999999,-84.04799999999999,-234.095,-51.967,21.945999999999998,-91.626,83.829,186.838,0.8190000000000001,S_0001,B8HD08_ARTCA
4,SCORE:,5092.111,6398.076999999999,273.58099999999996,0.0,-3087.305,694.3389999999999,-1164.697,6.0520000000000005,117.96799999999999,301.914,2186.0570000000002,-121.531,-110.915,-90.686,-247.995,-49.049,8.976,-106.91,-15.682,98.89200000000001,1.0270000000000001,S_0005,G8PET5_PEDCP
6,SCORE:,8691.284,9633.999,364.461,0.0,-2809.151,511.167,-977.957,5.662000000000001,95.309,318.66200000000003,1924.231,-77.686,-116.54799999999999,-67.09899999999999,-247.852,-47.537,23.043000000000003,-112.316,92.382,177.771,0.745,S_0007,E2PVV7_STRC2
4,SCORE:,17127.385,18395.604,297.632,-0.9009999999999999,-3279.1679999999997,672.802,-1219.264,7.223,119.17299999999999,324.885,2344.411,-119.012,-127.57600000000001,-106.20700000000001,-265.776,-61.193000000000005,10.289000000000001,-94.49700000000001,39.6,187.327,2.031,S_0005,A0A022QNG5_ERYGU
3,SCORE:,6110.666,6907.495,367.32099999999997,-1.3619999999999999,-2779.571,593.875,-1027.42,6.132999999999999,107.19200000000001,309.631,2014.4170000000001,-83.916,-108.575,-73.405,-230.403,-49.254,34.611999999999995,-80.46600000000001,111.32600000000001,91.476,1.56,S_0004,H9JXC4_BOMMO
8,SCORE:,6121.045999999999,6908.7609999999995,390.519,-0.893,-2778.065,594.689,-1034.2830000000001,6.771,109.971,319.441,2027.2520000000002,-95.801,-106.01899999999999,-77.14699999999999,-227.06599999999997,-47.852,30.656999999999996,-81.557,88.62799999999999,91.476,1.564,S_0009,H9JXC4_BOMMO
2,SCORE:,12437.206,13608.761,354.26800000000003,0.0,-3019.6279999999997,585.621,-1083.223,6.297999999999999,103.361,319.284,2087.304,-97.104,-121.045,-88.902,-242.84400000000002,-48.787,14.104000000000001,-108.681,14.922,152.125,1.3719999999999999,S_0003,J4GN41_FIBRA
0,SCORE:,9877.018,11214.997,278.185,0.0,-3123.494,645.2959999999999,-1185.722,6.3420000000000005,116.491,300.164,2255.79,-124.49600000000001,-117.103,-104.07,-247.854,-56.13,4.881,-115.319,29.502,98.604,0.9520000000000001,S_0001,Q2H6S3_CHAGB
6,SCORE:,16819.162,18044.702,336.027,-0.982,-3221.3720000000003,693.885,-1204.319,7.82,120.09899999999999,330.2,2289.6639999999998,-124.65100000000001,-124.384,-103.435,-256.589,-54.271,17.296,-98.777,24.281,142.76,1.208,S_0007,D8S991_SELML
9,SCORE:,2918.659,4062.5820000000003,295.134,0.0,-3016.841,675.558,-1074.278,6.4670000000000005,112.34899999999999,318.889,2103.721,-89.554,-126.87899999999999,-92.46600000000001,-250.922,-56.494,11.578,-101.273,31.359,108.64299999999999,1.087,S_0010,I0GS93_SELRL
3,SCORE:,9952.303,10884.551000000001,380.07800000000003,0.324,-2898.002,541.047,-1058.767,5.901,99.28200000000001,330.074,2014.3220000000001,-84.09299999999999,-127.182,-64.46,-252.14700000000002,-51.538000000000004,41.227,-99.199,74.559,215.09099999999998,1.235,S_0004,F0Y5L9_AURAN
1,SCORE:,5080.068,6353.5509999999995,339.11,0.0,-3158.3720000000003,686.904,-1144.339,6.472,113.708,308.445,2184.33,-109.61,-112.571,-98.75299999999999,-251.99200000000002,-56.43600000000001,12.110999999999999,-109.33200000000001,-12.628,127.948,1.52,S_0002,G9WF24_9LACT
7,SCORE:,7196.713000000001,8331.893,281.97700000000003,0.0,-2960.8590000000004,669.13,-1078.839,6.495,110.315,319.776,2063.4210000000003,-88.524,-122.161,-91.104,-245.226,-48.33,11.999,-98.2,15.534,118.07799999999999,1.338,S_0008,R5TWR6_9CLOT
6,SCORE:,9250.161,10150.082,394.608,0.0,-2801.844,592.658,-1015.549,6.404,106.979,302.817,1968.9620000000002,-87.895,-114.163,-84.99600000000001,-234.986,-55.617,22.665,-82.73700000000001,38.184,143.11700000000002,1.472,S_0007,D4ZIJ5_SHEVD
4,SCORE:,7148.013000000001,8336.968,321.189,0.0,-2999.687,614.639,-1052.914,6.6129999999999995,108.64,325.166,2027.874,-85.459,-121.10600000000001,-90.05799999999999,-236.533,-55.678000000000004,9.288,-114.34100000000001,-2.373,154.66299999999998,1.121,S_0005,L0EHU9_THECK
8,SCORE:,9690.476,11051.915,267.79900000000004,0.0,-3106.2259999999997,642.849,-1126.108,6.081,110.82799999999999,293.845,2149.916,-121.603,-110.29,-96.92,-246.48,-49.244,9.182,-117.40299999999999,-37.736,168.706,1.367,S_0009,A8AD92_CITK8
3,SCORE:,10207.976,11411.998,358.222,-0.397,-3295.449,696.809,-1212.89,7.63,122.47399999999999,356.615,2289.154,-109.542,-128.76,-94.95,-268.492,-51.792,23.874000000000002,-105.50399999999999,45.535,162.379,1.061,S_0004,I1QQ10_ORYGL
5,SCORE:,8496.259,9674.716999999999,271.82,0.0,-3041.875,686.6310000000001,-1123.397,6.428,111.715,309.952,2182.362,-111.079,-111.344,-90.941,-243.06599999999997,-54.635,10.032,-102.26799999999999,-12.866,132.963,1.113,S_0006,R6JKD6_9CLOT
8,SCORE:,9443.481,10665.612,279.066,1.1,-3052.005,649.221,-1106.2069999999999,6.564,108.787,310.538,2102.654,-93.36,-110.92,-95.478,-245.50799999999998,-44.693000000000005,9.547,-101.85,-17.129,176.169,1.374,S_0009,I2B5K6_SHIBC
7,SCORE:,3604.018,4865.653,296.485,0.0,-2972.0809999999997,634.511,-1087.937,6.15,106.068,298.82099999999997,2085.15,-94.868,-112.242,-95.021,-249.049,-55.467,11.705,-110.28200000000001,-48.494,123.89399999999999,1.02,S_0008,R5N4C8_9FIRM
6,SCORE:,9159.405999999999,10295.775,316.497,0.0,-3047.442,686.681,-1112.0,7.312,111.34100000000001,318.719,2150.0589999999997,-95.07799999999999,-108.339,-102.585,-241.25099999999998,-56.104,17.532,-100.869,0.027000000000000003,117.32,1.81,S_0007,A0A0A7FYN2_9CLOT
8,SCORE:,8872.661,10040.581,286.57,0.0,-3000.7070000000003,695.137,-1122.415,6.567,118.296,304.501,2193.653,-118.738,-113.838,-91.37,-248.46900000000002,-52.597,12.543,-103.29899999999999,-11.513,77.166,0.591,S_0009,G4L909_TETHN
2,SCORE:,8845.413,9890.222,378.79,0.0,-3099.6059999999998,725.457,-1082.6989999999998,7.922999999999999,118.56700000000001,336.245,2174.984,-104.88,-114.615,-99.46600000000001,-257.882,-51.417,13.714,-113.57600000000001,4.08,117.994,1.581,S_0003,R2PQY2_9ENTE
4,SCORE:,8843.756,9892.155999999999,364.082,0.0,-3095.715,711.684,-1082.277,7.855,116.103,346.25199999999995,2157.874,-109.39399999999999,-109.84100000000001,-88.48299999999999,-254.986,-57.233000000000004,13.796,-110.75200000000001,22.666,117.994,1.975,S_0005,R2PQY2_9ENTE
4,SCORE:,6730.116,7171.823,390.55,0.0,-2381.1479999999997,529.985,-819.091,7.1770000000000005,91.961,283.845,1722.901,-73.405,-73.096,-48.771,-218.868,-53.383,26.914,-70.398,92.666,149.477,0.977,S_0005,K7L6U3_SOYBN
0,SCORE:,6619.12,7162.571,338.694,0.0,-2343.2929999999997,519.572,-810.1139999999999,6.4110000000000005,90.904,280.002,1692.876,-80.45,-73.209,-48.201,-215.204,-51.385,12.505,-76.413,63.638000000000005,149.477,0.7390000000000001,S_0001,K7L6U3_SOYBN
6,SCORE:,6727.525,7167.388000000001,410.338,0.0,-2353.052,538.79,-795.454,6.268,94.49799999999999,277.633,1686.8120000000001,-80.865,-72.55,-55.081,-202.12900000000002,-47.272,21.899,-84.12299999999999,64.21600000000001,149.477,0.731,S_0007,K7L6U3_SOYBN
5,SCORE:,15145.708,15275.883999999998,639.606,0.0,-2718.7670000000003,573.192,-853.664,8.07,101.09,427.29699999999997,1882.1870000000001,-67.82300000000001,-94.64399999999999,-63.52,-223.44400000000002,-47.178999999999995,59.479,-75.99600000000001,124.245,198.267,1.431,S_0006,A4FH46_SACEN
3,SCORE:,15000.702,15285.692,589.5930000000001,0.0,-2777.86,581.185,-918.951,8.141,100.708,413.834,1942.174,-69.226,-100.12200000000001,-65.96300000000001,-248.625,-38.818000000000005,38.977,-75.292,135.22299999999998,198.267,1.765,S_0004,A4FH46_SACEN
3,SCORE:,2875.6859999999997,3936.034,354.82599999999996,0.0,-3018.426,713.9639999999999,-1107.2,6.996,118.742,329.338,2148.009,-100.934,-123.93,-93.792,-254.237,-50.872,16.666,-98.774,39.356,59.198,0.721,S_0004,S0SF53_9ENTE
2,SCORE:,18653.723,19940.933999999997,303.8,0.0,-3094.822,649.9630000000001,-1155.193,6.416,114.588,311.749,2168.96,-98.37200000000001,-123.666,-93.1,-247.74900000000002,-58.931999999999995,14.902999999999999,-105.06,-6.172000000000001,124.65700000000001,0.821,S_0003,GBA3_PONAB
0,SCORE:,9481.585,10705.208999999999,299.564,0.0,-3059.123,673.1339999999999,-1120.361,6.669,113.866,296.568,2165.163,-114.765,-110.74,-90.508,-245.11900000000003,-56.568000000000005,13.321,-104.714,-22.23,131.347,0.872,S_0001,R7GK09_9FIRM
5,SCORE:,9304.19,10306.032,346.50800000000004,0.0,-2868.349,564.67,-1041.27,5.9670000000000005,108.978,306.462,2045.67,-86.41,-114.682,-85.795,-251.635,-47.951,22.682,-101.81700000000001,47.505,145.594,2.031,S_0006,Q9K440_STRCO
6,SCORE:,10469.048,11004.145,448.217,0.0,-2720.322,699.105,-1014.3989999999999,6.523,121.72200000000001,306.635,2132.9120000000003,-107.286,-66.726,-68.45,-251.65900000000002,-68.066,37.906,-87.35600000000001,83.314,12.392000000000001,0.444,S_0007,A0A087GHZ2_ARAAL
5,SCORE:,10512.74,11018.989,457.57300000000004,0.0,-2659.52,688.633,-976.779,6.742999999999999,124.756,305.626,2078.879,-101.345,-69.51,-80.348,-245.44099999999997,-70.373,33.81,-92.205,79.718,12.392000000000001,1.1420000000000001,S_0006,A0A087GHZ2_ARAAL
2,SCORE:,20529.546000000002,21362.482000000004,439.796,0.0,-2971.7529999999997,592.432,-1057.187,6.098,109.074,350.75,2136.012,-92.794,-113.925,-89.391,-251.021,-57.028,32.845,-98.14200000000001,38.536,191.84,0.922,S_0003,I3ZLC5_TERRK
3,SCORE:,5963.83,6879.861999999999,423.889,0.0,-2943.4559999999997,681.5360000000001,-1077.272,6.941,109.375,333.838,2078.656,-81.96799999999999,-111.985,-88.75399999999999,-254.34,-51.934,22.834,-107.65799999999999,27.325,116.01700000000001,0.922,S_0004,C4L1S9_EXISA
5,SCORE:,3097.1079999999997,4152.765,328.164,0.0,-3022.656,713.99,-1073.588,6.977,114.439,334.892,2139.6279999999997,-101.935,-107.527,-97.165,-248.817,-59.131,15.332,-90.728,30.801,60.92100000000001,0.746,S_0006,F2I6S3_AERUA
4,SCORE:,14877.948999999999,15567.828000000001,340.369,-0.95,-2594.968,603.604,-877.1619999999999,6.636,100.323,292.22,1803.931,-69.318,-87.083,-60.386,-231.303,-58.028,40.31,-77.623,38.064,140.875,0.609,S_0005,A0A072V581_MEDTR
7,SCORE:,8651.993,9584.453000000001,356.036,0.0,-2940.1479999999997,683.658,-1043.288,6.707000000000001,114.42,322.181,2076.053,-76.84,-110.08200000000001,-95.524,-239.62599999999998,-55.593999999999994,16.211,-97.25299999999999,42.138999999999996,106.78399999999999,1.705,S_0008,R5N4U6_9FIRM
7,SCORE:,6106.9,7273.696,317.197,0.0,-2996.322,652.683,-1115.315,6.901,113.65299999999999,305.374,2124.5789999999997,-111.277,-112.73,-97.09700000000001,-252.394,-42.482,18.295,-106.38600000000001,2.392,124.65,1.482,S_0008,R5R9U5_9FIRM
7,SCORE:,12050.763,12916.021,395.89,0.0,-2773.933,556.2909999999999,-993.915,5.72,102.619,300.58799999999997,1944.869,-67.524,-111.64299999999999,-71.513,-235.33,-54.925,25.545,-92.15799999999999,43.148,159.071,1.942,S_0008,D5WLR1_BURSC
2,SCORE:,3649.2290000000003,4844.065,311.462,0.0,-3025.843,678.172,-1091.924,7.233,113.469,318.08799999999997,2143.656,-119.824,-113.07799999999999,-100.57,-250.61599999999999,-51.323,16.86,-116.463,-23.01,107.64,1.236,S_0003,R2T1Z1_9ENTE
0,SCORE:,11438.912,11701.748,634.4209999999999,0.0,-2659.578,559.94,-867.7610000000001,7.835,100.82799999999999,369.901,1850.545,-59.284,-94.745,-66.486,-236.16,-45.615,35.080999999999996,-85.67299999999999,110.57700000000001,181.852,1.486,S_0001,W5TKL6_9NOCA
0,SCORE:,11393.378999999999,11706.983,544.179,0.0,-2656.671,560.626,-851.686,7.172000000000001,99.772,380.245,1838.6070000000002,-66.65,-97.47,-63.233000000000004,-226.3,-52.006,45.882,-75.855,116.58200000000001,181.852,1.35,S_0001,W5TKL6_9NOCA
